driver_age,driver_experience,vehicle_age,vehicle_type,engine_power,vehicle_purpose,region,pct_days_with_snow,pct_days_with_rain,winter_duration_months,base_kbm,num_claims,violation_count,days_since_last_claim,occupation_type,avg_trips_per_week,night_driving_ratio,ko_multiplier,num_owned_vehicles,target
34,17,3,hatchback,93,personal,StPetersburg,0.4,0.5775820497749755,5,0.9,1,0,223,office_worker,7.261804586816012,0.012214546521566734,1.0,2,1
24,8,2,hatchback,135,personal,Moscow,0.35,0.8215025848533493,5,1.0,0,0,132,office_worker,2.4417626186403094,0.005883956403228529,3.16,1,1
48,17,6,hatchback,128,personal,Moscow,0.35,0.5892178190240293,5,1.55,0,0,82,office_worker,15.192524953458767,0.08992916660203663,3.16,2,0
37,16,8,sedan,125,personal,StPetersburg,0.4,0.5634137007997172,5,1.55,0,0,196,office_worker,2.57141660846362,0.009307919798236143,1.0,2,1
47,21,5,suv,123,personal,urban,0.3,0.15584413625006752,4,0.9,0,0,617,office_worker,7.639184403154923,0.000586519973315263,3.16,1,0
25,9,7,crossover,198,personal,Moscow,0.35,0.5068766159120487,5,0.9,0,1,644,office_worker,2.7373097455773943,0.15767454026842764,1.0,1,1
33,12,7,hatchback,125,personal,urban,0.3,0.8384614654394101,4,0.85,1,0,501,office_worker,5.8740800374126545,0.0042416874587076145,1.0,2,1
38,15,8,crossover,141,personal,Moscow,0.35,0.47648028166653983,5,1.0,0,0,121,office_worker,8.108134960762879,2.1504496378608834e-06,1.0,2,1
38,17,1,sedan,137,personal,StPetersburg,0.4,0.3088855319115302,5,1.0,2,1,404,office_worker,1.7226328050181157,0.0008982489369332977,3.16,2,0
34,15,4,hatchback,119,personal,urban,0.3,0.38826890752653276,4,1.55,0,0,385,office_worker,2.9454031206916,0.0026208058285357885,1.0,2,0
42,15,7,hatchback,143,personal,StPetersburg,0.4,0.6188040365757317,5,1.55,1,0,302,office_worker,3.07773702713277,0.00011294478244636824,1.0,1,1
29,11,5,hatchback,142,personal,urban,0.3,0.6022442322366595,4,0.9,0,0,364,office_worker,4.63759160469762,0.0005059927620710492,1.0,1,1
36,11,7,hatchback,143,personal,Moscow,0.35,0.5666807598436965,5,1.0,0,0,308,office_worker,6.308507000910735,0.01328437849187872,1.0,1,1
38,7,6,sedan,105,personal,urban,0.3,0.6113124864042917,4,1.4,1,0,380,office_worker,13.411821326123523,0.011222344529820592,1.0,3,1
42,23,0,sedan,131,personal,Moscow,0.35,0.7782352553269796,5,1.4,1,1,573,office_worker,3.8410514698507763,0.34681363467788306,1.0,1,1
43,8,9,sedan,170,personal,rural,0.5,0.4064779065240116,6,0.85,1,0,52,office_worker,12.936408062153376,0.06703592394424271,1.0,1,1
29,11,3,sedan,132,personal,Moscow,0.35,0.8010997092294527,5,0.9,0,1,631,office_worker,6.721702565735616,0.0003913675229676196,3.16,2,0
25,9,2,suv,146,personal,rural,0.5,0.6187349321957598,6,1.0,1,1,66,office_worker,2.5111786908359726,0.002634208035965627,1.0,2,1
48,19,9,sedan,146,personal,StPetersburg,0.4,0.5341036790551188,5,0.9,0,1,31,office_worker,4.938849186643974,7.49271937671441e-05,1.0,1,0
40,13,7,sedan,156,personal,urban,0.3,0.4772908851956584,4,0.85,0,1,1095,office_worker,2.025435977447156,0.00028790082844876446,1.0,1,1
32,16,10,hatchback,162,personal,StPetersburg,0.4,0.20745459826161444,5,0.85,0,0,1095,office_worker,4.411942023130447,0.0026917311023514404,1.0,1,0
50,11,6,hatchback,133,personal,rural,0.5,0.8371152847824173,6,1.0,0,0,30,office_worker,4.224107057458964,0.2593272606696134,1.0,1,1
38,16,4,suv,103,personal,Moscow,0.35,0.3469822847074756,5,0.9,1,0,267,office_worker,5.931716363201563,0.05603402482843629,1.0,2,1
47,10,5,hatchback,91,personal,Moscow,0.35,0.4556936528608383,5,0.85,0,1,94,office_worker,7.653863007949212,0.02971172787798092,3.16,1,0
38,22,2,sedan,180,personal,StPetersburg,0.4,0.5419265444868359,5,0.9,0,0,303,office_worker,5.175645513417038,0.0012292024739972917,1.0,2,1
54,9,2,suv,170,personal,Moscow,0.35,0.42538992611307275,5,1.4,1,0,808,office_worker,2.7124530913263234,0.017928363236792116,3.16,2,1
52,16,3,hatchback,165,personal,Moscow,0.35,0.6246127791512958,5,1.4,0,0,1095,office_worker,11.419144486240913,0.011149375864696547,1.0,1,1
36,18,12,sedan,172,personal,rural,0.5,0.8541185886884867,6,1.0,0,0,458,office_worker,13.893614440039851,0.0058959764919023164,1.0,1,0
45,17,3,hatchback,133,personal,rural,0.5,0.95426052750326,6,1.0,1,1,199,office_worker,4.87256912034595,0.0018652457576071608,1.0,1,1
43,14,1,crossover,115,personal,StPetersburg,0.4,0.9415966226644454,5,1.55,2,1,421,office_worker,6.550287235669879,0.03966035812860245,1.0,1,0
48,14,4,sedan,100,personal,rural,0.5,0.43770117836474537,6,0.9,0,0,170,office_worker,4.709257213624578,0.012261772013876956,1.0,1,1
30,14,3,sedan,96,personal,urban,0.3,0.4305625157901931,4,0.9,2,0,1095,office_worker,5.96003632248145,0.001583248677946676,1.0,2,0
43,14,9,sedan,188,personal,Moscow,0.35,0.9953786999557832,5,0.9,0,0,932,office_worker,6.147729126015766,0.024723935326238476,1.0,1,1
46,19,11,sedan,120,personal,urban,0.3,0.20979981359590302,4,0.85,0,2,372,office_worker,2.2758219221505667,0.027416027106411226,1.0,2,1
23,7,4,hatchback,182,personal,urban,0.3,0.37663704829354006,4,0.9,0,0,179,office_worker,4.463626061903886,8.51065524296642e-05,1.0,1,1
28,12,6,hatchback,132,personal,rural,0.5,0.15613575333574464,6,1.55,0,0,158,office_worker,9.553859391478289,0.004482042363983039,3.16,1,0
21,5,6,sedan,112,personal,Moscow,0.35,0.16744032921973964,5,1.0,1,2,30,office_worker,9.090596159165235,0.022624769256799557,1.0,3,0
35,14,5,crossover,96,personal,urban,0.3,0.6577485622046148,4,1.0,0,0,771,office_worker,4.412665357786038,3.3663970616363114e-05,1.0,1,1
43,27,4,suv,116,personal,Moscow,0.35,0.27793839803066334,5,1.55,0,0,273,office_worker,6.216710404114573,0.009764857206006002,1.0,1,1
50,10,2,hatchback,196,personal,Moscow,0.35,0.8304439934353516,5,0.85,2,0,179,office_worker,4.6214039487188305,0.00011738513165329664,1.0,1,1
38,22,1,suv,96,personal,Moscow,0.35,0.3171696164316563,5,0.9,0,0,290,office_worker,7.8220753485374495,0.10986265845530789,1.0,1,0
51,23,2,sedan,224,personal,rural,0.5,0.3268496451228093,6,1.0,0,0,779,office_worker,1.7113591414716383,8.734227923705122e-06,1.0,2,1
26,10,5,hatchback,106,personal,rural,0.5,0.7652720845368016,6,1.0,1,0,60,office_worker,7.273157231087727,0.004182726112836225,1.0,1,1
24,8,1,hatchback,169,personal,urban,0.3,0.7234115474223289,4,0.85,1,0,889,office_worker,11.846179958249408,0.006375562683829278,1.0,1,1
37,21,6,suv,134,personal,urban,0.3,0.21521955808146342,4,1.0,1,1,1039,office_worker,3.457528827529304,6.410932146880738e-06,1.0,1,0
41,13,5,suv,127,personal,StPetersburg,0.4,0.5818807966184257,5,1.0,1,0,1095,office_worker,10.955934148589906,1.6661393805047296e-05,1.0,2,1
37,13,3,sedan,89,personal,Moscow,0.35,0.6874308531669678,5,1.0,1,0,231,office_worker,6.400281008144486,0.02825308766027013,1.0,1,1
21,5,4,crossover,136,personal,Moscow,0.35,0.6294276341788732,5,1.0,1,0,111,office_worker,5.167741768063978,0.0559436444868755,1.0,1,1
37,9,2,sedan,93,personal,StPetersburg,0.4,0.3813843360877349,5,0.9,0,1,213,office_worker,4.391489204236885,0.08153765933698091,1.0,1,1
27,11,8,suv,72,personal,urban,0.3,0.6107020706626636,4,0.85,0,1,184,office_worker,11.170798671717288,1.1403187704318636e-06,1.0,1,1
43,8,8,crossover,144,personal,urban,0.3,0.7065590822387423,4,1.0,1,0,88,office_worker,4.630674878550968,5.176139651723309e-05,1.0,1,0
40,15,2,sedan,114,personal,Moscow,0.35,0.4591032250695178,5,0.85,0,0,426,office_worker,12.838480000580859,0.0005745880461019503,1.0,1,0
30,11,2,suv,207,personal,Moscow,0.35,0.5011854637528562,5,1.55,0,0,295,office_worker,12.022543985260505,0.08796548086902585,1.0,1,1
33,16,2,sedan,180,personal,Moscow,0.35,0.8193500023855719,5,1.0,1,0,916,office_worker,4.008133555467656,1.653644237040185e-12,3.16,1,1
29,7,7,hatchback,207,personal,StPetersburg,0.4,0.3011844477648585,5,0.9,0,1,30,office_worker,4.8440260854914,0.19907744921463053,1.0,1,1
37,16,6,hatchback,112,personal,rural,0.5,0.10989549538109414,6,1.17,0,0,471,office_worker,1.3327143111392354,0.38488188643756294,1.0,2,0
45,19,9,hatchback,145,personal,urban,0.3,0.2691334682192931,4,1.0,0,0,656,office_worker,5.270488486673229,0.14720374338826206,1.0,2,1
30,5,10,crossover,60,personal,rural,0.5,0.6372612606978889,6,0.9,2,1,650,office_worker,5.6721890922700355,3.251581308693622e-07,1.0,1,1
42,16,1,hatchback,128,personal,StPetersburg,0.4,0.4495162085903731,5,1.4,0,0,991,office_worker,10.125848893352577,0.19561415632279844,1.0,1,1
33,17,7,hatchback,143,personal,StPetersburg,0.4,0.08023842827715265,5,1.4,1,0,595,office_worker,12.385092352530629,6.712262919773748e-05,1.0,1,0
31,8,9,suv,146,personal,Moscow,0.35,0.47723466395783115,5,1.0,0,0,1095,office_worker,8.244026612113348,0.11001050041674462,3.16,2,1
37,21,4,crossover,138,personal,rural,0.5,0.36627347694650664,6,0.85,2,0,184,office_worker,9.663330238463493,0.4994165404881461,1.0,1,0
29,13,5,sedan,142,personal,urban,0.3,0.1798404692558045,4,1.0,1,0,319,office_worker,4.841659579391305,0.0035048303220822485,1.0,2,1
33,11,4,crossover,60,personal,Moscow,0.35,0.5082635686657317,5,1.17,0,0,30,office_worker,2.37922761198834,0.00022735690847859474,1.0,1,0
28,12,4,sedan,150,personal,urban,0.3,0.8367816783711195,4,0.85,1,1,30,office_worker,6.393318730523289,0.01943370466046075,3.16,1,1
53,17,8,suv,159,personal,StPetersburg,0.4,0.5797945993248554,5,0.9,0,0,125,office_worker,10.030369435017969,0.012287987309971191,1.0,3,1
38,15,13,sedan,193,personal,urban,0.3,0.27324296375918755,4,1.4,2,1,48,office_worker,0.6100845096348393,3.887303224210241e-09,1.0,2,1
32,16,11,sedan,154,personal,rural,0.5,0.36709469524095645,6,0.85,2,0,137,office_worker,5.834252886786537,0.03590178018727284,1.0,2,0
39,10,3,hatchback,134,personal,urban,0.3,0.2708863186530002,4,1.17,0,1,88,office_worker,1.4840917081446254,0.00023038187303535082,1.0,1,1
37,15,6,hatchback,184,personal,urban,0.3,0.6644592485738936,4,1.0,0,1,30,office_worker,3.2755780598299244,0.00013284700901110445,1.0,1,1
36,7,3,sedan,60,personal,Moscow,0.35,0.8728397047535364,5,1.0,0,0,1095,office_worker,5.973425443212129,0.0074195574465865145,3.16,1,0
42,14,3,sedan,119,personal,Moscow,0.35,0.475628877463538,5,0.85,0,0,30,office_worker,12.49780208020735,0.045293178670410314,1.0,1,1
44,10,5,hatchback,109,personal,Moscow,0.35,0.6246876320090387,5,1.4,0,1,607,office_worker,5.489306628804678,0.07584931708905754,1.0,1,0
33,11,3,crossover,138,personal,Moscow,0.35,0.6503245327186724,5,0.9,0,1,75,office_worker,7.939029350603154,0.0019151077503508393,1.0,1,0
33,17,3,sedan,60,personal,urban,0.3,0.802214835942409,4,1.0,0,0,1095,office_worker,6.356805648133728,0.3689998450660359,1.0,1,1
35,19,6,sedan,192,personal,urban,0.3,0.6089079847429989,4,1.0,1,0,1018,office_worker,3.4078109337117652,0.00674631139797538,1.0,1,1
19,3,7,hatchback,130,personal,Moscow,0.35,0.816902244101339,5,1.17,1,0,484,office_worker,7.095823308061861,0.3122060502218252,1.0,2,1
25,9,7,sedan,152,personal,rural,0.5,0.18051159290201624,6,1.55,0,0,508,office_worker,2.3336269059592905,0.00013864583902442994,1.0,2,1
48,13,7,suv,148,personal,Moscow,0.35,0.7044792782091361,5,1.0,1,0,30,office_worker,5.441915662459981,0.01627597560966963,1.0,1,1
51,21,2,suv,190,personal,StPetersburg,0.4,0.7055631859908561,5,0.9,0,0,1095,office_worker,11.05277348294825,1.1445772711921787e-05,1.0,1,1
36,15,3,hatchback,65,personal,Moscow,0.35,0.371037521746933,5,1.55,1,4,959,office_worker,6.072801261587362,0.008128272844181505,1.0,1,1
42,26,5,sedan,144,personal,StPetersburg,0.4,0.3956967507105813,5,1.0,1,0,1028,office_worker,6.358424148657191,0.28671134930506265,1.0,2,1
40,16,9,suv,185,personal,Moscow,0.35,0.74750608178786,5,0.9,1,1,491,office_worker,4.407921113105202,0.011709285609754544,1.0,1,1
62,15,17,hatchback,136,personal,StPetersburg,0.4,0.7623725922989073,5,0.85,1,1,192,office_worker,1.8058373807168755,0.10255025346857066,1.0,2,1
46,13,6,suv,101,personal,StPetersburg,0.4,0.45220008836315334,5,1.4,1,0,1022,office_worker,4.726477084189903,7.871686300333105e-05,3.16,2,0
36,15,8,hatchback,115,personal,rural,0.5,0.23241008250724052,6,0.9,0,1,157,office_worker,8.831141137052223,0.17265893450417366,1.0,1,0
30,14,2,suv,124,personal,Moscow,0.35,0.6595506547688516,5,1.0,1,0,377,office_worker,6.834962651824651,0.052403077624608614,1.0,1,0
25,9,7,hatchback,111,personal,Moscow,0.35,0.2892602723589409,5,1.0,1,1,47,office_worker,2.4312248716224314,0.21702302447837157,1.0,3,1
39,19,14,hatchback,133,personal,Moscow,0.35,0.6939615914025755,5,0.85,2,0,1095,office_worker,1.4238079176800433,0.09781907728341421,1.0,1,0
31,11,3,crossover,200,personal,urban,0.3,0.2923382257117981,4,1.0,0,1,69,office_worker,3.381635406553836,6.560661914813789e-07,1.0,1,1
26,8,3,hatchback,116,personal,Moscow,0.35,0.6947608923718819,5,0.85,0,0,116,office_worker,4.756070721492392,0.04876592587506166,1.0,3,0
32,5,8,hatchback,120,personal,rural,0.5,0.2559551739614374,6,1.0,1,0,372,office_worker,4.966645407596721,0.021463204401952284,1.0,1,1
29,13,5,sedan,158,personal,urban,0.3,0.586784105043397,4,1.0,0,0,658,office_worker,5.006767879043635,0.00017897480323360787,1.0,2,0
51,9,1,hatchback,133,personal,urban,0.3,0.5434109566260198,4,1.0,1,0,440,office_worker,5.4569237260824135,0.006848601738093584,1.0,2,1
45,4,3,hatchback,86,personal,urban,0.3,0.18130208649031568,4,1.17,1,0,120,office_worker,6.966937365969419,0.15483475605540378,1.0,2,1
37,16,11,sedan,137,personal,Moscow,0.35,0.4225746256732719,5,1.4,0,0,30,office_worker,4.222058158889561,0.2327691706038463,3.16,1,1
49,27,4,sedan,136,personal,Moscow,0.35,0.6808737069599428,5,1.17,1,1,645,office_worker,2.908314468822012,0.0014173480146465979,1.0,1,1
38,14,4,hatchback,179,personal,StPetersburg,0.4,0.4754372153810747,5,0.85,0,1,1095,office_worker,7.433986896278796,0.00016898852820186236,1.0,1,1
31,15,8,suv,101,personal,urban,0.3,0.11447131072128214,4,0.85,1,0,757,office_worker,8.95135656878967,0.03109617507310297,1.0,2,0
50,15,6,hatchback,179,personal,Moscow,0.35,0.83167005802699,5,1.0,2,0,281,office_worker,3.8072637040772026,0.12257493572318444,1.0,2,1
42,14,4,sedan,136,personal,Moscow,0.35,0.43186713213799705,5,1.55,0,0,1068,office_worker,15.250749524763942,0.004119648050995133,1.0,1,1
29,13,3,hatchback,95,personal,rural,0.5,0.21359977052643384,6,1.4,1,0,240,office_worker,12.125531869721222,0.04693035173601431,1.0,1,0
36,13,21,sedan,87,personal,Moscow,0.35,0.8891920953303074,5,1.4,0,0,339,office_worker,2.555048809824955,0.0005212931514450097,1.0,1,1
30,14,10,hatchback,217,personal,rural,0.5,0.19902611383096702,6,0.9,1,0,295,office_worker,1.507734446849604,9.574500065290268e-06,1.0,2,1
26,10,7,sedan,133,personal,urban,0.3,0.6015176006250611,4,1.0,1,0,270,office_worker,4.883915024720454,0.0017439599928459895,1.0,2,0
45,11,7,sedan,177,personal,Moscow,0.35,0.5301204329435645,5,1.0,0,0,680,office_worker,6.382901963926881,7.908696546551512e-09,1.0,2,0
53,19,4,sedan,71,personal,Moscow,0.35,0.3549646812500091,5,0.85,0,0,341,office_worker,15.126183990778042,0.13951345435330118,1.0,2,0
26,10,6,sedan,245,personal,Moscow,0.35,0.23256031547341685,5,0.85,2,0,173,office_worker,14.843714273314049,0.17913395510934058,1.0,2,1
42,11,4,sedan,175,personal,urban,0.3,0.7611189750467806,4,1.55,0,1,136,office_worker,7.94997253917487,0.004456796810751318,1.0,2,0
32,16,3,sedan,129,personal,urban,0.3,0.42226515442846047,4,0.9,0,0,30,office_worker,4.276933466673389,0.06210885807893616,3.16,1,0
34,10,6,hatchback,127,personal,urban,0.3,0.6100424600121694,4,0.9,0,0,399,office_worker,10.374381092977746,0.013911700448941727,1.0,1,1
33,15,4,hatchback,169,personal,rural,0.5,0.05717460346392179,6,0.85,0,1,119,office_worker,5.857525273565461,0.2434476505330681,1.0,2,0
31,14,6,sedan,167,personal,urban,0.3,0.6823159814631652,4,1.55,0,1,73,office_worker,2.180693354453832,0.0002110711269889888,1.0,1,1
38,20,7,suv,147,personal,Moscow,0.35,0.7717926221442862,5,1.0,1,2,484,office_worker,2.241227470208388,0.32480724712163317,1.0,1,1
31,15,7,sedan,140,personal,Moscow,0.35,0.6603407453983344,5,1.0,1,0,521,office_worker,4.2950912933452345,0.0026715499343463304,1.0,1,0
40,14,2,hatchback,162,personal,rural,0.5,0.26067655482839125,6,1.55,1,0,636,office_worker,9.415739333502378,0.08320073072802024,1.0,1,1
37,19,4,sedan,70,personal,Moscow,0.35,0.44931667957598576,5,0.9,0,0,319,office_worker,2.7080975166066015,0.01190313143155304,1.0,1,1
36,20,4,sedan,125,personal,Moscow,0.35,0.5671482229045174,5,1.0,0,0,1024,office_worker,4.289161119954166,0.034819431331009974,1.0,1,1
30,14,9,hatchback,74,personal,urban,0.3,0.4129004855799744,4,0.85,0,1,1095,office_worker,12.066749561329923,0.018789070031150434,1.0,1,1
33,15,8,hatchback,164,personal,StPetersburg,0.4,0.38874035636959153,5,0.85,0,0,751,office_worker,6.8280748107988956,0.0024684113175326354,3.16,1,1
44,8,3,suv,112,personal,rural,0.5,0.7796733882936234,6,1.4,0,0,460,office_worker,7.298580324289949,0.02909492115972229,3.16,1,1
42,9,2,hatchback,77,personal,urban,0.3,0.3497765751167852,4,1.17,0,0,165,office_worker,9.608848484475947,0.08684663107893457,1.0,2,1
30,13,17,crossover,108,personal,Moscow,0.35,0.7933792212252865,5,0.9,1,0,1095,office_worker,4.344976648492344,0.03700003056629779,3.16,1,1
38,11,6,sedan,145,personal,rural,0.5,0.39677276994704863,6,0.9,1,1,146,office_worker,12.526120033303188,0.01830813707983081,1.0,1,1
44,14,1,sedan,131,personal,Moscow,0.35,0.5570747755668495,5,1.0,1,0,103,office_worker,8.087126480680356,0.16048787173806128,1.0,1,1
24,8,3,sedan,93,personal,StPetersburg,0.4,0.8003532459998609,5,0.85,0,0,266,office_worker,5.06628106129029,0.00014870162812675587,1.0,1,0
42,17,9,sedan,71,personal,StPetersburg,0.4,0.25128465812087664,5,0.9,0,0,30,office_worker,11.214914348528222,0.0025710439093291483,1.0,1,0
32,14,15,hatchback,142,personal,Moscow,0.35,0.3269006783790846,5,0.9,0,0,1095,office_worker,7.883657534339467,0.00011195615305643879,3.16,2,1
42,17,14,hatchback,116,personal,StPetersburg,0.4,0.3918197022499084,5,0.9,0,0,405,office_worker,5.379543856433088,0.006628683055159062,1.0,2,1
31,15,6,sedan,129,personal,Moscow,0.35,0.45539074496798193,5,1.4,0,0,371,office_worker,7.423795894367843,0.05308831572897337,1.0,1,0
23,5,5,crossover,133,personal,StPetersburg,0.4,0.8558725642954119,5,0.9,0,1,486,office_worker,3.091170932930452,0.06181837547179965,1.0,1,1
24,8,2,suv,157,personal,StPetersburg,0.4,0.1406829680388586,5,0.85,1,0,313,office_worker,10.395277541713835,0.006615075064009066,3.16,1,1
38,14,5,sedan,173,personal,urban,0.3,0.4530831357097672,4,1.0,2,2,30,office_worker,14.982823561072772,0.0016132225389458143,1.0,3,1
40,8,2,sedan,145,personal,rural,0.5,0.4081873634087788,6,1.4,2,0,432,office_worker,1.7450774307979695,0.03596193763880907,3.16,3,1
30,14,4,sedan,127,personal,Moscow,0.35,0.6695686105750169,5,0.9,2,2,574,office_worker,3.779209056405606,0.10118980227163754,1.0,1,1
43,22,8,sedan,140,personal,StPetersburg,0.4,0.41738064144918613,5,0.85,1,0,245,office_worker,3.5763467569051866,0.023918953094953056,1.0,1,1
24,8,4,sedan,126,personal,StPetersburg,0.4,0.24749313630940795,5,0.9,0,2,646,office_worker,8.379848054071033,0.025467292313584286,1.0,2,1
37,13,4,hatchback,74,personal,Moscow,0.35,0.4860258199727738,5,1.17,0,0,117,office_worker,6.1882158367898406,0.0022842111235977414,1.0,2,1
28,12,5,sedan,183,personal,urban,0.3,0.27569203330948683,4,1.0,1,1,114,office_worker,4.155109405827847,0.007442302531898637,1.0,1,0
32,15,19,sedan,176,personal,urban,0.3,0.7516704229517915,4,1.4,1,0,80,office_worker,4.563814302677815,0.11044687393643951,1.0,3,0
38,13,2,crossover,219,personal,Moscow,0.35,0.8770915042533317,5,1.55,0,0,212,office_worker,3.914327990075578,0.000399653635327858,1.0,1,1
31,11,6,hatchback,231,personal,StPetersburg,0.4,0.6422216205328973,5,1.17,1,1,856,office_worker,7.786573806405088,0.026148318789672834,1.0,1,0
34,13,13,crossover,92,personal,Moscow,0.35,0.19755183180221916,5,1.0,0,0,802,office_worker,6.128188123884211,0.027874670366000137,1.0,2,0
46,13,5,sedan,126,personal,urban,0.3,0.23345554375647587,4,1.0,0,0,220,office_worker,4.426557434658218,0.13130506791148175,1.0,1,1
33,15,10,sedan,240,personal,Moscow,0.35,0.45714924330777024,5,0.85,2,1,405,office_worker,3.95997698571679,0.010619541903597918,1.0,2,1
44,15,2,hatchback,138,personal,rural,0.5,0.8152907110628557,6,1.55,0,2,582,office_worker,11.325215808581227,0.006614944012811048,1.0,1,1
28,12,4,sedan,149,personal,urban,0.3,0.21809234253731438,4,0.9,2,0,125,office_worker,10.246283663798629,0.362915652166658,1.0,1,1
42,17,3,sedan,79,personal,StPetersburg,0.4,0.17322443704884682,5,0.85,0,0,83,office_worker,7.838750059947672,0.0024074669345421343,1.0,1,0
49,20,5,hatchback,146,personal,urban,0.3,0.6692203714988311,4,1.0,1,0,1095,office_worker,9.637070020002863,0.03413290926891639,1.0,1,0
18,2,5,hatchback,217,personal,rural,0.5,0.8281435906070344,6,0.9,0,0,438,office_worker,2.196640737571358,0.012020761578301257,1.0,1,1
31,7,5,hatchback,191,personal,urban,0.3,0.7032390972662296,4,1.0,0,2,1095,office_worker,2.690853711917609,4.3737535859161473e-07,1.0,3,1
42,2,8,hatchback,115,personal,Moscow,0.35,0.49190698675596634,5,1.0,0,0,188,office_worker,2.4896342434880276,0.007007512708945963,3.16,1,0
36,19,0,hatchback,124,personal,StPetersburg,0.4,0.30153370727577233,5,1.0,1,0,553,office_worker,5.480225389137385,3.132324960034593e-05,1.0,2,0
40,8,3,sedan,94,personal,rural,0.5,0.5905172320814402,6,1.4,1,0,114,office_worker,9.817453595946851,0.003233167961565258,3.16,1,0
33,13,6,sedan,105,personal,urban,0.3,0.403666914900701,4,0.9,0,0,138,office_worker,4.192900765605007,0.00023096313507183665,1.0,2,0
38,9,1,sedan,63,personal,urban,0.3,0.4263693210771206,4,1.0,0,2,327,office_worker,10.585298586015671,0.00034206945893386473,1.0,1,0
36,5,7,sedan,136,personal,rural,0.5,0.21818442786678052,6,1.0,2,1,175,office_worker,3.7739132509722944,0.05649230856538444,1.0,1,1
47,17,3,crossover,200,personal,rural,0.5,0.5957730844144693,6,1.0,1,1,83,office_worker,5.028577234665658,0.017912215769204286,1.0,1,1
40,18,4,hatchback,154,personal,rural,0.5,0.6308136613646681,6,1.17,1,0,139,office_worker,4.162514938977542,0.0072223314195866105,1.0,1,1
40,12,8,suv,194,personal,Moscow,0.35,0.3372322398099731,5,0.9,1,1,30,office_worker,4.793571241765932,0.01617860714729047,1.0,1,1
34,2,10,sedan,182,personal,urban,0.3,0.6832584186726693,4,1.0,0,1,556,office_worker,5.120311950126259,5.610026413482056e-05,1.0,1,1
34,12,7,sedan,118,personal,urban,0.3,0.7040804022658649,4,0.85,1,0,309,office_worker,1.4721533932839161,0.0004153890115658047,1.0,2,1
34,16,2,sedan,109,personal,urban,0.3,0.663756816130028,4,1.55,0,0,45,office_worker,6.717624650726709,0.0007682664289670359,1.0,2,1
41,7,7,sedan,111,personal,urban,0.3,0.39981180550858136,4,0.9,0,0,85,office_worker,5.047269204240703,0.01919316531032122,1.0,3,1
34,15,7,sedan,71,personal,Moscow,0.35,0.2966573453862991,5,1.17,1,0,49,office_worker,12.510631075298473,3.9383122186848436e-08,1.0,1,0
40,14,6,suv,141,personal,urban,0.3,0.6165203395645502,4,0.85,0,0,432,office_worker,7.61731907831237,0.11806212810014127,1.0,3,1
54,17,11,hatchback,60,personal,urban,0.3,0.9174685920065182,4,0.9,1,0,45,office_worker,6.54702734587768,0.004803470375861386,1.0,2,0
44,15,5,hatchback,163,personal,Moscow,0.35,0.4665484507322071,5,1.0,0,0,640,office_worker,12.095007150476611,0.013294400966927538,1.0,1,1
35,10,11,hatchback,142,personal,StPetersburg,0.4,0.5576176859465019,5,1.4,1,0,30,office_worker,11.41320930922418,0.023645628005653438,1.0,1,1
47,20,11,crossover,158,personal,Moscow,0.35,0.7957424941214865,5,1.0,0,0,130,office_worker,12.823988851640898,0.009919060481238673,1.0,1,0
34,14,7,sedan,182,personal,StPetersburg,0.4,0.47200979597488585,5,1.55,0,1,1009,office_worker,3.9247157905780847,0.005292435833789558,1.0,1,1
21,5,6,sedan,147,personal,Moscow,0.35,0.9482513598421392,5,1.0,1,0,578,office_worker,2.4462237642684275,0.005037493405491184,1.0,1,1
29,10,6,sedan,205,personal,StPetersburg,0.4,0.3399962215687509,5,1.0,2,0,34,office_worker,1.4783242719879581,0.2856900523772341,1.0,1,1
23,7,13,suv,164,personal,urban,0.3,0.9348225402626815,4,0.85,1,0,785,office_worker,9.562403056621129,0.010215735784425488,1.0,2,1
35,10,9,crossover,109,personal,urban,0.3,0.8114160268267133,4,1.4,0,0,309,office_worker,1.2946729315476728,0.04839225109084559,1.0,1,0
38,14,2,sedan,130,personal,urban,0.3,0.699779004761721,4,0.9,2,0,855,office_worker,6.18236643816708,4.101794269436784e-05,1.0,1,0
51,23,6,suv,60,personal,rural,0.5,0.23885161941102223,6,1.4,0,0,418,office_worker,1.8590470058696973,0.0583168843159894,1.0,2,0
40,8,3,suv,103,personal,Moscow,0.35,0.686938037549597,5,1.55,0,0,522,office_worker,10.357757188432277,0.0007957797974176386,3.16,2,0
36,6,3,sedan,124,personal,Moscow,0.35,0.48948458927472627,5,1.55,0,1,1095,office_worker,7.269930467211445,0.11510210554939257,1.0,3,1
44,22,4,sedan,161,personal,rural,0.5,0.46459601878367124,6,1.0,0,0,120,office_worker,10.324019534730702,3.8111902549993363e-06,1.0,1,0
20,4,1,hatchback,109,personal,Moscow,0.35,0.3940443646013089,5,1.0,0,0,446,office_worker,6.261198791075239,0.015246384569881845,1.0,1,1
39,11,2,crossover,90,personal,rural,0.5,0.3952527486174956,6,1.17,1,1,281,office_worker,2.9005288543971384,0.07573724110743263,1.0,1,1
44,20,11,sedan,64,personal,rural,0.5,0.5214735993761993,6,0.85,0,0,30,office_worker,4.093769532817643,0.023096337881817135,1.0,1,0
